,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,heuristic
0,0.8330700000000001,0.99682,0.8330700000000001,0.76789,0,0.76948,0.069952,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6848,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.6966,1.0,1.0438,0.23076999999999998,0.62652,1.0,1.0676,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.7368399999999999,0.0018797,0.7387199999999999,0.073308,0.18797,0
1,0.8330700000000001,0.99682,0.8330700000000001,0.76948,0,0.77107,0.068363,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6901,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.6966,1.0,1.0438,0.23076999999999998,0.63044,1.0,1.0669,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.74248,0.0018797,0.74436,0.067669,0.18797,1
2,0.8330700000000001,0.99682,0.8330700000000001,0.76789,0,0.76948,0.069952,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6901,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.6966,1.0,1.0438,0.23076999999999998,0.6291399999999999,1.0,1.0671,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.7406,0.0018797,0.74248,0.069549,0.18797,0
3,0.8330700000000001,0.99682,0.8330700000000001,0.76789,0,0.76948,0.069952,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6743,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.6966,1.0,1.0438,0.23076999999999998,0.6213,1.0,1.0686,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.72932,0.0018797,0.7312,0.080827,0.18797,0
4,0.8330700000000001,0.99682,0.8330700000000001,0.76789,0,0.76948,0.069952,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6769,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.6966,1.0,1.0438,0.23076999999999998,0.62261,1.0,1.0683,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.7312,0.0018797,0.7330800000000001,0.078947,0.18797,0
5,0.8330700000000001,0.99682,0.8330700000000001,0.76948,0,0.77107,0.068363,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6822,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.6966,1.0,1.0438,0.23076999999999998,0.62652,1.0,1.0676,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.7368399999999999,0.0018797,0.7387199999999999,0.073308,0.18797,0
6,0.8330700000000001,0.99682,0.8330700000000001,0.76948,0,0.77107,0.068363,0.16057000000000002,6,1.2734,6,3.0487,52,15.796,1.0,3.6875,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.69998,1.0,1.0434,0.23076999999999998,0.62652,1.0,1.0676,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.7406,0.0018797,0.74248,0.069549,0.18797,0
7,0.8330700000000001,0.99682,0.8330700000000001,0.76948,0,0.77107,0.068363,0.16057000000000002,6,1.2734,6,3.0487,52,15.793,1.0,3.6709,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.7067399999999999,1.0,1.0424,0.23076999999999998,0.58096,1.0,1.0759,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.72932,0.0018797,0.7312,0.080827,0.18797,0
8,0.8330700000000001,0.99682,0.8330700000000001,0.76948,0,0.77107,0.068363,0.16057000000000002,6,1.2734,6,3.0487,52,15.793,1.0,3.6709,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.7067399999999999,1.0,1.0424,0.23076999999999998,0.58096,1.0,1.0759,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.72932,0.0018797,0.7312,0.080827,0.18797,0
9,0.8330700000000001,0.99682,0.8330700000000001,0.76948,0,0.77107,0.068363,0.16057000000000002,6,1.2734,6,3.0487,52,15.793,1.0,3.6709,0.15420999999999999,0.8457899999999999,0.16667,0.78527,1.0,1.0362,0.5,0.7067399999999999,1.0,1.0424,0.23076999999999998,0.58096,1.0,1.0759,0.0,0.0,1.0,0.020202,0,0.0,0.0,0.0,0.020202,0.020202,0.020202,0.0,0.0,0.0,0.020202,0.8063899999999999,0.99624,0.8026300000000001,0.72932,0.0018797,0.7312,0.080827,0.18797,0
